,english,yoruba
380,"Alaa Abd El Fattah, photo by Nariman El-Mofty.","Alaa Abd El Fattah, àwòrán láti ọwọ́ Nariman El-Mofty.",
381,"After spending five years in prison, the Egyptian blogger and activist Alaa Abd El Fattah is scheduled to be released from prison on March 17, 2019.","Lẹ́yìn tí ó ti lo ọdún 5 nínú ẹ̀wọ̀n, akọbúlọ́ọ̀gù ọmọ Íjípìtì àti ajàfúnẹ̀tọ́ Alaa Abd El Fattah yóò gba ìdásílẹ̀ nínú ẹ̀wọ̀n ní ọjọ́ 7, oṣù Ẹrẹ́nà, ọdún 2019.",
382,"On December 8, his family launched a campaign — ""100 days for Alaa"" — to ensure his prison term ends on time.","Ní ọjọ́ 8 oṣù Ọ̀pẹ, ẹbíi rẹ̀ ti ṣe àgbékalẹ̀ ìpolongo –""100 ọjọ́ fún Alaa"" — kí àtìmọ́lée rẹ̀ ó ba wá s'ópin ní mọnawáà.",
383,"The March release date does not mark the end of Alaa's time served, but rather a transition to the final phase of his sentence.","Ìdásílẹ̀ẹ rẹ̀ nínú oṣù Ẹrẹ́nà kì í ṣe ìsààmì òpin ìgbà Alaa ní ẹ̀wọ̀n, ṣùgbọ́n ìṣíkúrò sí ipò tí ó jẹ́ àṣekágbá àtìmọ́lée rẹ̀.",
384,"After his release, Alaa will be made to spend every night in his local police station for an additional five years.","Lẹ́yìn ìdásílẹ̀ẹ rẹ̀, Alaa yóò máa wá sun oorun alẹ́ ní àgọ́ ọlọ́pàá ìbílẹ̀ẹ rẹ̀ fún àfikún ọdún márùn-ún gbáko.",
385,He will be under police surveillance throughout this period.,Abẹ́ ìṣọ́ ọlọ́pàá ni yóò wà fún àkókò yìí.,
386,Alaa was arrested and taken from his family’s home in November 2013.,A fi ọwọ́ọ ṣìgún òfin mú Alaa a sì mú u kúrò ní ilé ẹbíi rẹ̀ nínú oṣù Belu ọdún 2013.,
387,"More than one year later, in February 2015, he was finally tried and sentenced to five years in prison for ""organising"" a protest under a 2013 protest law that prohibits unauthorised demonstrations.","Ọdún kan kọjá, nínú oṣù Èrèlé ọdún 2015, a gbé e re ilé ẹjọ́ a sì rán an ní ẹ̀wọ̀n ọdún márùn-ún fún ""àgbékalẹ̀ "" ìyíde kiri ìfẹ̀hànnúhàn lábẹ́ òfin ìyíde kiri ìfẹ̀hànnúhàn ọdún 2013 tí kò fi àyè gba ìyíde láìgbàṣẹ.",
388,"While he did take part in a protest against military trials for civilians on 26 November 2013, Alaa had no role in organising it.","Ní tòótọ́ ni ó kópa nínú ìyíde kiri tí ó ń tako ẹjọ́ tí àwọn ológun dá mẹ́kúnnú ní ọjọ́ 26 oṣù Belu ọdún 2013, Alaa kò kó ipa nínú àgbékalẹ̀ẹ rẹ̀.",
389,His sentence was confirmed by Egypt’s Court of Cassation in November 2017.,Ilé ẹjọ́ Cassation ti Íjípìtì fi ẹsẹ ẹ̀wọ̀n-ọn rẹ̀ múlẹ̀ nínú oṣù Belu ọdún 2017.,
390,"Omar Robert Hamilton, a cousin of Alaa, outlined the goals of the campaign on Twitter:","Omar Robert Hamilton, olùkùu Alaa, to àwọn ète ìpolongo náà lẹ́sẹẹsẹ lóríi Twitter:",
391,To re-focus local and international attention on his case to ensure that Alaa is actually released on March 17th.,Láti mú kí àwọn ọmọ ìbílẹ̀ àti ọmọ àgbáyé ó fi ọkàn sí ìdájọ́ àti fún ìdásílẹ̀ẹ Alaa ní ọjọ́ 17 oṣù Ẹrẹ́nà.,
392,To enter the concept of المراقبة (‘surveillance’ or ‘parole’) into the public consciousness.,Láti gbé ìrò المراقبة (‘ìṣọ́nikiri’ tàbí ‘ìdásílẹ̀-lẹ́wọ̀n-kọ́jọ́-ìdásílẹ̀-tó-pé’) sínú làákàyè àwọn ènìyàn gbogbo.,
393,"After release, Alaa is still sentenced to spend every night in his local police station for ""five years"".","Lẹ́yìn ìdásílẹ̀, Alaa ṣì tún ní láti sun ọrùn alẹ́ nínú àgọ́ ọlọ́pàá ìbílẹ̀ẹ rẹ̀ fún ""ọdún márùn-ún"".",
394,We need to lay the groundwork for pressure against this.,A ní láti ṣe iṣẹ́ ìpìlẹ̀ fún ìtako èyí.,
395,Alaa has been jailed or investigated under every Egyptian head of state who has served during his lifetime.,Gbogbo olórí orílẹ̀-èdè Íjípìtì ni ó ti ṣe ìwádìí tàbí rán Alaa ní ẹ̀wọ̀n ní ojú ayée rẹ̀.,
396,"In 2006, he was arrested for taking part in a peaceful protest.","Ní ọdún 2006, a fi ọwọ́ọ ṣìgún òfin mú u fún ipa tí ó kó nínú ìyíde kiri ìfẹ̀hànnúhàn tí kò fa ìdíwọ́ fún ẹnikẹ́ni.",
397,"In 2011, he spent two months in prison, missing the birth of his first child, Khaled.","Ní ọdún 2011, ó lo oṣù méjì ní ẹ̀wọ̀n, àkókò yìí ni ìyàwóo rẹ̀ bí àkọ́bíi rẹ̀, Khaled.",
398,"In 2013, he was arrested and detained for 115 days without trial.","Ní ọdún 2013, a mú u a sì fi sínú àhámọ́ fún ọjọ́ 115 láì ṣe ìgbẹ́jọ́.",
399,"Alaa has long worked on technology and political activism projects with his wife, Manal Hassan.","Ó ti pẹ́ tí Alaa ti ń ṣiṣẹ́ lóríi ìjìnlẹ̀ ìmọ̀-ẹ̀rọ àti òṣèlú pẹ̀lú ìyàwóo rẹ̀, Manal Hassan.",
400,"He comes from a family of prominent human rights advocates, including human rights lawyer Ahmed Seif El Islam, Alaa's father, who was jailed multiple times under the regime of Hosni Mubarak.","Ìdílé gbajúgbajà ajàfúnẹ̀tọ́ ọmọnìyàn ni ó ti wà, adájọ́ ajàfúnẹ̀tọ́ ọmọnìyàn Ahmed Seif El Islam, ni bàbáa Alaa, ẹni tí a ti rán lọ ní ẹ̀wọ̀n láì mọye ìgbà ní abẹ́ àṣẹ Hosni Mubarak.",
401,"Abd El Fattah’s sisters, Mona and Sanaa Seif, are also human rights defenders who have long campaigned against the military trials of civilians in the country.","Ẹ̀gbọ́n-bìrin méjèèjì Abd El Fattah, Mona àti Sanaa Seif, jẹ́ agbèjà ẹ̀tọ́ ọmọnìyàn bákan náà tí wọ́n sì ti ṣe ìpolongo alátakò ìjìyà mẹ́kúnnú lọ́wọ́ọ àwọn ológun ní ìlú náà.",
402,"In 2016, Sanaa served a six-month jail sentence for insulting a public official.","Ní ọdún 2016, Sanaa lo oṣù mẹ́fà ní ẹ̀wọ̀n nítorí wípé ó sọ̀rọ̀ àfojúdi sí alás̩e̩ ìjọba.",
403,Alaa's ordeal is similar to many other Egyptians who are behind bars because of their activism.,Àdánwòo Alaa jọ ti ọ̀pọ̀lọpọ̀ ọmọ orílẹ̀-èdè Íjípìtì tí ó wà ní ẹ̀yin gádà nítorí akitiyan wọn nípa ẹ̀tọ́ ọmọnìyàn.,
404,"There are as many as 60,000 political prisoners in Egypt, human rights groups say.","Ẹgbẹ́ ajàfúnẹ̀tọ́ ọmọnìyàn sọ wípé, àwọn tí ìjọba rán ní ẹ̀wọ̀n ní Íjípìtì á tó 60,000.",
405,"Those arrested on politically-motivated charges in Egypt are often subjected to enforced disappearances, torture, prolonged pre-trial detention and solitary confinement.","Gbogbo ẹni tí ìjọba bá fi ọwọ́ọ ṣìgún òfin mú ní Íjípìtì ní í jẹ ìyà oró, ìfarasin, àtìmọ́lé ọjọ́ pípẹ́ àti àdánìkangbé inúu túbú.",
406,Joining the #FreeAlaa campaign,Dídarapọ̀ mọ́n ìpolongo #FreeAlaa,
407,"In a letter to the attendees of RightsCon, a digital rights conference held in Toronto in May 2018, Alaa urged supporters to ”fix [their] own democracies”.","Ní inú ìwé tí a kọ sí àwọn àlejò tí ó wá sí RightsCon, àpérò tó dá lórí ẹ̀tọ́ irinṣẹ́ ẹ̀rọ-ayárabíaṣá tí ó wáyé ní Toronto nínú oṣù Èbìbì ọdún 2018, Alaa rọ àwọn alátìlẹ́yìn láti “ṣe àtúnṣe sí ìjọba àwa-arawa ti wọn”.",
408,"This has always been my answer to the question ""how can we help?"" I still believe [fixing democracy] is the only possible answer.","Èyí ti fi ìgbà pípẹ́ jẹ́ ìdáhùn mi sí ìbéèrè náà ""báwo ni a ṣe lè ṣe ìrànwọ́?"" Mo ṣì ní ìgbàgbọ́ wípé [àtúnṣe ìjọba àwa-arawa] ni ìdáhùn kan ṣoṣo.",
409,"Not only is where you live, work, vote, pay tax and organize the place where you have more influence, but a setback for human rights in a place where democracy has deep roots is certain to be used as an excuse for even worse violations in societies where rights are more fragile.","Kì í ṣe ibi tí ò ń gbé nìkan, ṣiṣẹ́, san owó orí àti ṣe àkóso ibi tí ó ti ní ipa, àmọ́ ìfàsẹ́yìn fún ẹ̀tọ́ ọmọnìyàn nínú ibi tí ìjọba àwa-arawa ti fi ẹsẹ̀ rinlẹ̀ lè di lílò fún ìrúfin ẹ̀tọ́ ní àwọn agbègbè tí ẹ̀tọ́ ọmọnìyàn kò fi bẹ́ẹ̀ fi ẹsẹ̀ múlẹ̀.",
410,I trust recent events made it evident that there is much that needs fixing.,Mo mọ̀ wípé àwọn ìṣẹ̀lẹ̀ tí ó ń ṣẹlẹ̀ ní òde òní jẹ́ ẹ̀rí wípé àtúnṣe pọ̀ láti ṣe.,
411,I look forward to being inspired by how you go about fixing it.,Mo ń retí ìmísí ọ̀nà tí ẹ ó gbà tún un ṣe.,
412,"Those looking to join the ""100 days for Alaa"" campaign are encouraged to send ""essays, photos or acts of solidarity"" that will be republished on the campaign's website:","Kí ẹni tí ó bá fẹ́ darapọ̀ mọ́ ìpolongo ""100 ọjọ́ fún Alaa"" ó fi ""àròkọ, àwòrán tàbí ìṣe ìlọ́wọ́sí ìpolongo"" ṣọwọ́ tí a lè tún tẹ̀ jáde sórí ibùdó-ìtàkùn-àgbáyé ìpolongo náà:",
413,"This is an open-source campaign – we'll be putting out some new ideas, but need new thoughts and new energy coming in too.","Ìpolongo orísun-ọ̀fẹ́ – a óò máa tẹ àwọn ọgbọ́n àtinúdá tuntun síta, àmọ́ a nílò láti gba èrò tuntun àti agbára tuntun wọlé bákan náà.",
414,So get thinking with us!,Torí ìdí èyí máa bá wa ronú!,
415,"The hashtag, as always, is #FreeAlaa – please join us in preparing the ground for Alaa's release.","Bí ìgbà gbogbo, àmì ìpolongo ni #FreeAlaa – jọ̀wọ́ darapọ̀ mọ́ wa fún ìpalẹ̀mọ́ ìdásílẹ̀ẹ Alaa.",
416,First transgender pride march hopes to shatter stereotypes in Pakistan,Ìwọ́de afẹ́ àwọn abódiakọ-akọ́diabo àkọ́kọ́ lè tú èrò nípa wọn ní Pakístánì ká,
417,Jannat Ali with the organizers from Sathi organization and Track-T.,Jannat Ali Pẹ̀lú àwọn alágbèékalẹ̀ láti ilé-iṣẹ́ Sathi àti Track-T.,
418,Photo credit Syed Noman. Used with permission.,Àwòrán láti ọwọ́ọ Syed Noman. A lò ó pẹ̀lú àṣẹ.,
419,"To assert their rights and demand implementation of the law, a Transgender Pride March took place in Lahore, Pakistan, on 29 December 2018.","Fún ìfẹsẹ̀múlẹ̀ ẹ̀tọ́ àti imúdiṣíṣẹ ìbéèrè wọn lábẹ́ òfin, ìwọ́de Afẹ́ Abódiakọ-akọ́diabo wáyé ní Lahore, Pakistan, lọ́jọ́ 29 oṣù Ọ̀pẹ ọdún 2018.",
420,"For the first time in the country's history, Transgender people dared to step out of their seclusion and demanded that the Government implement The Transgender Persons (Protection of Rights) Act, of May 24, 2018.","Fún ìgbà àkọ́kọ́ nínú ìtàn ìlúu nì, àwọn Abódiakọ-akọ́diabo kò bẹ̀rù láti jáde síta nínú ibi ìkòkọ̀ wọn àti fún ìjọba láti mú òfin Ààbò Ẹ̀tọ́ Abódiakọ-akọ́diabo Ènìyàn ọjọ́ 24, oṣù Èbìbì 2018.",
421,Transgender Pride march takes place in Pakistan,Transgender Pride march takes place in Pakistan,
422,Trans people in Pakistan staged the country's first Transgender Pride march.,Trans people in Pakistan staged the country's first Transgender Pride march.,
423,"The Constitution of Pakistan says that ""No person shall be deprived of life or liberty save in accordance with law,"" which is covered under the Fundamental Rights of citizens.","Ìwé òfin ìlú Pakistan sọ wípé ""A kò gbọdọ̀ fi ẹ̀tọ́ ìgbé ayé tàbí òmìnira du ẹnikẹ́ni ní ìbámu òfin,"" tí ó wà lábẹ́ Àwọn Ẹ̀tọ́ ọmọ ìlú.",
424,"However, Transgender persons have a different story to tell when it comes to their rights and life; they have faced torture, rape, been burnt alive, beheaded and even shot dead, yet the state did not help them despite the passing of the Transgender Persons (Protection of Rights) Act by the Government in March 2018.","Síbẹ̀, Abódiakọ-akọ́diabo ènìyàn ní ìtàn mìíràn láti sọ bí ó bá kan ti ẹ̀tọ́ àti ìgbé ayé; wọ́n ti jìyà oró, ìfipábánilòpọ̀, dáná sun wọ́n ní ààyè, bẹ́ wọn lórí àti yin ìbọn pa wọ́n, ìjọba kò fi torí gbogbo èyí ràn wọ́n lọ́wọ́ pẹ̀lú pé Ìjọba ti tari òfin Ààbò Ẹ̀tọ́ Abódiakọ-akọ́diabo Ènìyàn wọlé nínú oṣù Ẹrẹ́nà ọdún 2018.",
425,"Jannat Ali, nicknamed Lahore's Trans Diva, is the founder of Track Transgender and Program Director of Sathi Foundation which organized the Pride March.","Jannat Ali, tí orúkọ ìnagijẹ rẹ̀ ń jẹ́ Lahore's Trans Diva, ni olùdásílẹ̀ Abódiakọ-akọ́diabo Track Transgender àti Olùdarí Ètò fún Ilé-iṣẹ́ Sathi tí ó ṣe àgbékalẹ̀ Ìwọ́de Afẹ́ náà.",
426,Other transgender people and non-transgender supportive members also played their role in the execution of the march and its success.,Àwọn Abódiakọ-akọ́diabo mìíràn àti àwọn tí kì í ṣe Abódiakọ-akọ́diabo àmọ́ tí ó jẹ́ alátìlẹ́yìn náà kó ipa nínú ìyíde náà àti àṣeyọríi rẹ̀.,
427,Sathi Foundation is a transgender-led organization working for the welfare of the transgender community in Pakistan.,Ilé-iṣẹ́ ìpìlẹ̀ Sathi jẹ́ ilé-iṣẹ́ fún àlàáfíà àti ìmójútó ààbò ẹgbẹ́ abódiakọ-akọ́diabo ní Pakistan.,
428,"Transgender Pride March in Lahore, December 29, 2018.","Ìwọ́de Afẹ́ Abódiakọ-akọ́diabo ní Lahore, oṣù Ọ̀pẹ, ọdún 2018.",
429,Image credit Syed Noman.,Syed Noman ni ó ní àwòrán.,
430,Used with permission.,A lò ó pẹ̀lú àṣẹ.,
431,The march was attended by nearly 250 transgender people from all provinces of Pakistan.,Ènìyàn Abódiakọ-akọ́diabo tí ó tó bí 250 láti agbègbè jákèjádò ìlú Pakistan.,
432,"Prominent among them were Kami Sid, Bebo from Sindh, Nadra from KPK, Anmol from Sahiwal District, Nayab from Okara, Sunaina Khan (Classical Dancer), Naghma & Lucky (Coke Studio Singers), Laila Naz and Neeli Rana.","Gbajúmọ̀ nínú wọn ni Kami Sid, Bebo láti Sindh, Nadra láti KPK, Anmol láti Agbègbè Sahiwal, Nayab láti Okara, Sunaina Khan (Oníjó ìbílẹ̀), Naghma àti Lucky (Akọrin Coke Studio), Laila Naz àti Neeli Rana.",
433,"The event started with a Press Conference at the Lahore Press Club where the demands of the community were presented; after which they marched to Al Hamra Cultural Complex on the Mall dancing and singing songs on the way, where they dispersed after food.","Ìpàdé oníròyìn ni a fi bẹ̀rẹ̀ ètò ní Ilé Ẹgbẹ́ Akọ̀ròyìn ní Lahore níbi tí wọ́n ti fi ẹ̀dùn ọkàn-an wọn hàn; lẹ́yìn náà ni wọ́n yíde kiri dé Ilé Àṣà Al Hamra níbi tí wọ́n ti jó, kọrin lọ́nà, kí wọn ó tó fọ́nká lẹ́yìn tí wọ́n jẹun tán.",
434,Even though the press conference was held in the Lahore Press Club the Pride March was not covered by mainstream media.,"Pẹ̀lú pé ìpàdé fún oníròyìn wáyé ní Ilé Ẹgbẹ́ Akọ̀ròyìn Lahore, Ìyíde Ìgbéraga náà ó jáde nínú ìròyìn.",
435,"Although organizers invited officials, like Punjab MNA Saadia Sohail from Pakistan Tehreek e Insaf, government officials didn't attend the event.","Bí ó tilẹ̀ jé pé àwọn alágbèékalẹ̀ fi ìwé pe aláṣẹ ìlú, bí i Punjab MNA Saadia Sohail láti Pakistan Tehreek e Insaf, àwọn aláṣẹ kò yọjú.",
436,The march did generate some attention on social media where people appreciated the parade while some questioned the reason for its non-coverage by mainstream media.,Ìyíde ọ̀hún fa awuyewuye lórí ẹ̀rọ-alátagbà níbi tí àwọn ènìyàn gbé oríyìn fún ìyíde kiri náà nígbà tí àwọn ènìyàn kan fẹ́ mọ ìdí tí ilé iṣẹ́ oníròyìn kò ṣe rò nípa rẹ̀.,
437,According to organizer Jannat Ali:,Ni ọ̀rọ̀ọ rẹ̀ alágbèékáa Jannat Ali ní:,
438,The aim was to show positive and progressive image of Pakistan and how the country is slowly accepting us and we are gaining more space in the society.,The aim was to show positive and progressive image of Pakistan and how the country is slowly accepting us and we are gaining more space in the society.,
439,Pakistan is not only about terrorism and a conservative society there is more to us.,Pakistan is not only about terrorism and a conservative society there is more to us.,
440,We promoted our march along with our KhawajaSara (transgender) culture and traditions it was not the same type of march as it is held in US.,We promoted our march along with our KhawajaSara (transgender) culture and traditions it was not the same type of march as it is held in US.,
441,The march also emphasized a positive and progressive image of the transgender community; it also called attention to the discrimination and violence.,Ìyíde náà tún tẹnu mọ́ ìlọsíwájú àti ìbáṣepọ̀ rere láàárín ẹgbẹ́ abódiakọ-akọ́diabo; bákan náà ni ó tẹnu mọ́ ìyàsọ́tọ̀ àti rògbòdìyàn.,
442,"Due to limited options in mainstream jobs, transgender people are forced to turn to the sex trade to earn a living.","Nítorí wípé kò sí iṣẹ́ fún wọn, àwọn abódiakọ-akọ́diabo ènìyàn kò ní ṣíṣe ju kí wọn ó ṣe òwò nọ̀bì láti rí oúnjẹ òòjọ́.",
